Municipio,Nombre,2022,2023,2024,2025,2026
Tototlan,Servicios Lara S. de R.L.,14796654.25,4481558.97,12213472.11,8978328.83,14233330.06
Tala,Corporativo Cervantes,11225014.87,13620914.7,3008283.48,1976923.73,3136528.42
Tuxcacuesco,Grupo Nunez,,7341027.01,,7142017.23,8851046.76
Huejuquilla el Alto,Corporativo Pena S.A. de C.V.,6060880.57,,,14001581.19,7449068.88
San Gabriel,Empresa Sandoval S.R.L. de C.V.,8039173.84,4989534.39,4727580.76,12071944.26,5114176.94
Lagos de Moreno,Constructora Gomez S.R.L. de C.V.,363567.88,959207.59,7719003.67,3178919.08,2102880.62
Mixtlan,Servicios Rivera S.C.,,,10766642.65,,4830560.7
Ciudad Guzman,Comercializadora Rios S.A. de C.V.,,9523851.54,,4502091.69,11330943.63
Santa Maria de los Angeles,Soluciones Soto S.A.,10841356.86,8684755.03,7349365.0,,1708429.33
Degollado,Servicios Tapia S. de R.L.,13759785.14,4473478.95,12895203.33,9951852.84,11708318.28
Ojuelos de Jalisco,Servicios Ramirez S.R.L. de C.V.,6573632.04,5761106.26,5265991.05,,
Zapotiltic,Distribuidora Mendoza S.C.,13716905.27,1169761.71,12167726.99,11972687.33,3664833.5
San Miguel el Alto,Grupo Vega,13431200.33,5002654.73,1226149.13,1015755.49,
Mezquitic,Grupo Medina S.C.,12292356.3,4055078.44,,3602271.33,6299102.62
Ixtlahuacan del Rio,Industrias Medina S.A. de C.V.,2486572.38,8989255.57,9418223.08,11213165.5,8300524.49
Tamazula de Gordiano,Corporativo Gomez S.A. de C.V.,3563442.95,8208659.19,,10032112.97,
Acatic,Comercializadora Quintero S.R.L. de C.V.,13288559.52,7191052.13,10148549.97,8220968.14,
Zapotiltic,Servicios Flores S.A.,11952684.44,,6053954.27,1752300.84,10842017.06
El Limon,Grupo Gomez S.A.,12950714.33,,12373337.46,5973701.99,1905574.69
San Martin Hidalgo,Empresa Vargas S.A. de C.V.,14239910.66,9761535.92,2421138.03,,7475473.02
La Barca,Inversiones Valdez S.A. de C.V.,,1792681.99,5425573.77,11517552.92,3211273.07
Tuxcueca,Comercializadora Ochoa S.R.L. de C.V.,,7768981.93,9648116.69,360498.72,3306042.51
El Grullo,Comercializadora Ybarra S. de R.L.,3346548.33,7638634.03,3680807.57,1297839.23,12637135.83
Zapotiltic,Inversiones Tapia S.C.,3682740.12,4101702.23,,6772791.36,
Tlajomulco de Zuniga,Industrias Delgado S.R.L. de C.V.,12666449.34,5936687.1,7057662.88,8753163.93,1218069.14
San Juan de los Lagos,Constructora Vargas S. de R.L.,7417350.03,5937549.06,120218.7,2938320.87,12511215.98
Magdalena,Grupo Flores S.A.,1959880.09,11275882.85,,4783465.9,13132921.27
Bolanos,Industrias Valdez,4103652.82,14720082.55,6785560.3,9454591.71,4170547.86
Etzatlan,Servicios Nunez S.C.,6386707.31,13979506.08,10807029.76,5642352.42,8740424.9
Ciudad Guzman,Empresa Perez S.A. de C.V.,1623394.79,13782766.62,6997425.62,209299.33,2834644.62
Mezquitic,Distribuidora Ortega S.A. de C.V.,8101148.15,7569211.02,8676953.1,13763475.62,10638256.7
Etzatlan,Constructora Valdez S.A.,9182927.68,5591054.12,13388965.34,2606302.61,11994217.89
Cihuatlan,Inversiones Medina S.A. de C.V.,13948913.89,12538155.42,1440313.66,11757120.04,5222317.02
Unión de San Antonio,Empresa Delgado S.C.,6308272.19,,8617091.48,1435890.99,8868830.37
Jamay,Corporativo Ramos S.A.,8038835.03,,13732163.63,9833749.82,13262774.15
Tapalpa,Constructora Medina S.R.L. de C.V.,10010646.26,8783663.84,4201642.62,10867230.05,12428648.23
Etzatlan,Constructora Uribe S.A. de C.V.,6897279.81,,12679887.83,6390001.4,11863811.9
Teocaltiche,Inversiones Diaz S.A.,13252435.84,1611987.48,14479272.63,,1478504.57
La Huerta,Distribuidora Montes S.R.L. de C.V.,,,14997065.51,8890433.3,5425923.66
Cabo Corrientes,Constructora Hernandez S.C.,9803623.56,5775351.44,9022424.51,14542008.5,8114922.97
Tepatitlan de Morelos,Grupo Gomez S.A.,8027290.08,5528691.25,8933099.67,,14814978.51
Lagos de Moreno,Soluciones Lara S.R.L. de C.V.,517472.18,6955629.46,13320537.76,7518734.73,8652897.2
Tonaya,Servicios Vargas S.A.,5581389.1,10670074.54,2935001.18,,12288929.88
Canadas de Obregon,Industrias Lara S.A. de C.V.,11252171.33,8179993.36,7432196.8,,
Atemajac de Brizuela,Distribuidora Delgado S.A.,10650845.42,2527946.37,12773421.6,9165916.71,4544654.66
Tlaquepaque,Empresa Ortega S.R.L. de C.V.,9737817.62,14648009.25,,10748937.85,2630080.16
Lagos de Moreno,Comercializadora Nunez,14362240.9,13195196.08,3267144.11,10790117.3,
Tepatitlan de Morelos,Constructora Soto S.R.L. de C.V.,1326059.66,1054517.76,,14714286.98,
San Gabriel,Soluciones Cervantes S.C.,2247587.51,14543612.0,5909416.71,12664680.74,12581829.29
Canadas de Obregon,Empresa Fuentes,6435670.84,12717700.22,12830865.8,2079727.52,9518000.42
La Huerta,Grupo Lara S.A. de C.V.,8110581.88,2594847.1,14459283.15,2033194.5,8984066.39
Villa Purificacion,Distribuidora Nunez S.A.,5139744.16,1258172.05,7634898.38,7196490.13,10809932.73
Ayotlan,Comercializadora Uribe S.C.,4184155.89,5067223.11,13732093.31,5978192.83,1068062.04
San Juanito de Escobedo,Distribuidora Gomez S.A.,14248070.98,11348419.83,8502000.43,2686220.55,
Tonala,Corporativo Soto S.A. de C.V.,7742830.02,14768728.82,11505115.62,9669776.48,13092902.79
Huejuquilla el Alto,Comercializadora Zepeda S.A. de C.V.,14659569.87,13039992.92,14788521.55,634668.16,1732061.27
Sayula,Soluciones Montes S.R.L. de C.V.,1641575.01,14264813.87,1529310.91,6209784.64,11502166.18
Mixtlan,Corporativo Fuentes S.C.,3349460.05,14354768.73,4205812.71,8648790.75,3286108.1
La Huerta,Industrias Vargas S. de R.L.,8895022.22,1857313.16,9319922.67,,576362.21
San Gabriel,Empresa Hernandez S. de R.L.,14520286.57,645513.98,4136978.91,11994346.8,14051126.69
El Limon,Constructora Valdez S.R.L. de C.V.,9118616.8,13908699.18,12651987.36,14670754.46,
La Barca,Servicios Medina S.C.,9621858.02,10394902.17,7149070.29,752940.05,4754209.35
Arandas,Grupo Morales S.A.,868747.27,,3368966.72,13606654.95,14857660.15
Huejuquilla el Alto,Inversiones Vega,7569956.34,11617543.79,,7535431.09,8039419.45
Jamay,Corporativo Vargas,13232353.56,11021165.69,13539691.08,11297072.19,3838324.76
Hostotipaquillo,Inversiones Tapia S.R.L. de C.V.,,,2497816.5,902952.48,12810381.35
San Juan de los Lagos,Comercializadora Rivera,3712115.35,7125565.93,8021654.33,9412524.61,12987612.63
Villa Purificacion,Industrias Tapia S.A.,4944177.65,3410058.07,5344873.94,12110949.99,2393929.96
Acatic,Soluciones Ibarra,,13542107.89,506599.4,,12790007.47
Ocotlan,Servicios Rios S.R.L. de C.V.,1336712.7,4701832.25,3481465.69,8845196.92,600918.71
San Gabriel,Comercializadora Ramirez S.A. de C.V.,1097374.24,,2873205.19,13594980.38,1708881.15
San Juan de los Lagos,Servicios Cruz S. de R.L.,8516528.7,451304.6,6742257.67,11803105.93,1179486.72
Ocotlan,Grupo Flores S.R.L. de C.V.,8896270.33,843886.91,1888852.07,8702096.69,7013030.18
San Martin de Bolanos,Empresa Castillo S.R.L. de C.V.,,6059450.55,4888073.89,3860970.77,
San Martin de Bolanos,Inversiones Ramos S.A.,1522613.51,10652274.26,11125095.07,1603567.22,11832559.73
Sayula,Soluciones Quintero,7815454.28,8834929.71,4648386.48,7030291.35,
Techaluta de Montenegro,Industrias Nunez S.A. de C.V.,4399652.97,8981542.06,10887466.87,10170367.21,8506518.07
Villa Corona,Soluciones Pena S.R.L. de C.V.,,1190475.65,5816928.1,7612489.5,5098055.95
Mascota,Grupo Perez S.R.L. de C.V.,8134186.79,272794.03,12777636.2,4440458.39,7149558.46
Zapotiltic,Comercializadora Castillo S.C.,10722997.25,12280553.72,4228727.68,,14322614.38
Mezquitic,Empresa Lara S.A. de C.V.,4367281.49,6245950.24,8669774.68,11863115.24,6542751.34
Huejuquilla el Alto,Soluciones Diaz S.R.L. de C.V.,5532070.19,,3369913.39,133108.23,13394036.86
Jilotlan de los Dolores,Comercializadora Perez S.A.,6008781.55,7910151.55,790494.82,1234555.89,11611640.36
Tizapan el Alto,Servicios Lopez S.C.,9051057.06,352256.86,2483096.24,12369969.85,13592154.83
San Juan de los Lagos,Soluciones Jimenez S.R.L. de C.V.,2774029.24,12956543.12,3499559.23,4678385.04,6087695.99
Cocula,Grupo Pena S.C.,,13828123.6,13374048.17,608504.2,2028839.14
Tuxcacuesco,Grupo Rivera,,6555749.0,12459354.5,7616187.09,5676057.61
San Martin de Bolanos,Corporativo Soto,8486718.14,4784289.16,6771100.01,12711702.28,10689475.12
Magdalena,Industrias Vargas,8023152.0,1124528.99,3427509.48,4787927.65,2597340.43
Tonala,Distribuidora Delgado S.C.,11853683.07,13129957.74,7180190.7,5899516.98,
Villa Guerrero,Servicios Tapia S.C.,6431155.01,7064528.73,10565150.33,8475476.62,
Huejuquilla el Alto,Soluciones Sandoval S.A. de C.V.,5113980.84,5251216.87,3216131.24,9952390.16,7840666.59
San Cristobal de la Barranca,Servicios Vargas S.A.,3557932.54,13430735.69,10896530.94,,12700996.58
Unión de San Antonio,Servicios Gomez S. de R.L.,10182924.22,11284069.58,3235369.04,14042727.62,14573907.05
Villa Purificacion,Soluciones Gutierrez S.C.,6362036.0,1176205.2,5771000.44,12512948.25,11729777.76
Tepatitlan de Morelos,Inversiones Pena S.C.,1035919.43,12050800.08,700814.49,,2828549.81
Etzatlan,Empresa Torres S. de R.L.,8777254.39,6017299.33,7060936.32,4367102.26,7852102.31
La Manzanilla de la Paz,Servicios Fuentes S.C.,10504657.98,7438301.98,14796740.7,2017070.38,10768338.79
Zapotlan de Juarez,Comercializadora Montes S.R.L. de C.V.,,6873201.07,7976386.81,2535613.23,11334098.63
Tepic,Empresa Morales S.A. de C.V.,9277799.54,4284059.47,9094911.16,11574090.2,9952226.43
Tecolotlan,Comercializadora Fuentes S.A. de C.V.,14630071.64,1321740.61,2357880.5,7144727.37,14023006.96
Tonala,Grupo Torres,2166317.84,12493904.36,8822090.64,13231121.46,54954.55
Casimiro Castillo,Comercializadora Jimenez S.A.,3982844.47,,4597874.24,5988923.61,10069721.77
Huejucar,Comercializadora Ochoa S.R.L. de C.V.,7602887.91,9502604.17,12689945.21,9718248.82,11370423.34
Tecalitlan,Corporativo Ramos S.A.,3818473.72,14680542.42,9156564.93,,13014002.79
Casimiro Castillo,Grupo Rios,2643334.03,4106692.94,,,12033880.94
Jesus Maria,Industrias Zepeda,9929609.22,8260441.22,9614630.46,5532157.45,1417010.52
Zapotiltic,Soluciones Martinez S.A.,4122021.21,1513717.49,14271383.6,4134772.75,5740760.79
Tepic,Distribuidora Ramos S.A. de C.V.,14719847.87,1616059.24,6001801.55,12734217.06,13298337.89
Canadas de Obregon,Distribuidora Gutierrez,7213504.36,160154.2,12270513.43,,2079171.46
Magdalena,Soluciones Vega S.C.,7782348.15,14306280.48,425768.95,9573242.65,428519.64
Cocula,Constructora Gomez S.R.L. de C.V.,11681211.96,14105823.55,3503054.71,599909.16,10071462.03
Guadalajara,Grupo Fuentes,10694262.19,7538911.24,7645831.0,,8520273.98
La Manzanilla de la Paz,Industrias Sandoval S.A.,6425747.68,3319118.85,4233955.49,9204733.91,9833866.88
San Martin de Bolanos,Servicios Ybarra S.A.,2944906.8,14802663.84,8208294.01,13058397.19,6027122.04
Tuxcacuesco,Corporativo Valdez S.A.,2544437.21,881015.82,3694202.4,3341990.93,5286798.6
Autlan de Navarro,Constructora Medina S.A. de C.V.,8713332.11,12762126.3,14741588.98,,4537907.13
Cabo Corrientes,Empresa Perez S. de R.L.,,7776807.93,8249633.46,11851605.15,
Ciudad Guzman,Comercializadora Cruz S.R.L. de C.V.,8189523.64,8342220.47,10723929.55,8201600.45,8019541.59
Villa Guerrero,Constructora Perez S.C.,8700934.42,8200623.76,14251527.24,7740457.19,1381245.57
Degollado,Corporativo Vega S.A.,911482.88,,,3212418.34,822558.18
Tepatitlan de Morelos,Grupo Fuentes S.R.L. de C.V.,6477164.55,4989921.42,6068273.75,11106425.66,12584344.23
Tequila,Comercializadora Medina S.R.L. de C.V.,7112765.02,12354189.48,12184284.54,12460649.78,6120154.66
Tamazula de Gordiano,Inversiones Aguilar S. de R.L.,13349099.59,14441868.51,14503683.56,13912604.36,3313819.05
El Arenal,Inversiones Reyes S. de R.L.,4038552.63,14271788.58,14665294.57,14692777.66,11471246.3
Tlaquepaque,Comercializadora Sandoval S.A. de C.V.,8132852.78,13321581.53,10047897.38,,9851642.22
Tepic,Inversiones Rios,14829525.25,,9315175.14,,11084743.9
Ixtlahuacan de los Membrillos,Comercializadora Hernandez,10886995.39,171674.43,7856810.49,7795637.56,3255741.85
Ojuelos de Jalisco,Inversiones Perez S.A. de C.V.,12198407.63,10812478.97,1504641.64,12441406.44,
Tapalpa,Constructora Vega,4758821.19,12146286.02,,,856441.22
Sayula,Constructora Ramirez S.A. de C.V.,4142998.63,,8703375.73,2065198.9,1240038.05
Guadalajara,Inversiones Hernandez S.A. de C.V.,9230385.08,,7313447.63,4315614.57,
Juanacatlan,Industrias Quintero S.R.L. de C.V.,912329.26,12057068.04,,10154044.05,915080.31
El Salto,Soluciones Diaz S.C.,5991403.41,2820622.47,,2489361.54,7710664.91
Tizapan el Alto,Constructora Ortega S.A.,5529998.74,7167554.65,,1227866.19,14554111.21
Zacoalco de Torres,Industrias Morales S.C.,13842370.09,10368641.96,,8246016.32,
Tepatitlan de Morelos,Corporativo Ramirez S. de R.L.,10048473.6,,,2117587.64,1124234.26
Techaluta de Montenegro,Soluciones Cervantes S.C.,7063981.55,7611710.44,7058088.21,11630456.54,13334032.96
El Grullo,Servicios Lopez S. de R.L.,,9801671.41,3140344.08,14251632.32,3572865.03
El Limon,Distribuidora Jimenez,1752044.59,12794528.15,1659463.05,12197980.23,7259401.71
Tuxcueca,Constructora Tapia S.C.,14992763.11,6986093.66,8110998.5,2784065.73,
Encarnacion de Diaz,Distribuidora Cervantes,4614502.26,3652697.74,1890138.01,7691680.72,2050017.79
Hostotipaquillo,Constructora Tapia S. de R.L.,2533243.63,5815436.5,11377621.17,1754528.33,13405035.53
Ixtlahuacan del Rio,Empresa Martinez S.C.,121396.96,14726091.85,8331306.97,11191303.88,6035654.13
Jilotlan de los Dolores,Corporativo Pena S.A.,,9685835.9,12066401.39,3127290.39,8214472.94
El Limon,Empresa Ramirez S.A.,11191961.6,14515629.77,2868665.8,7005604.11,13290130.52
Jilotlan de los Dolores,Soluciones Soto,908138.3,14217597.3,9717267.17,12158907.7,12130739.18
Teocuitatlan de Corona,Empresa Ramos S. de R.L.,,7373332.63,3974686.92,14300740.36,11490060.7
Etzatlan,Empresa Ybarra S.A.,12681706.4,11919083.95,5828144.14,13080517.75,4288725.54
Villa Corona,Distribuidora Ochoa S.A.,4992380.01,3659495.37,8896740.92,2164698.12,3505689.41
Ixtlahuacan de los Membrillos,Soluciones Mendoza S.C.,1699514.0,3605251.12,5844443.42,5038137.73,2484772.32
Tequila,Comercializadora Aguilar S.A.,13849343.79,4621382.83,14175551.1,11563204.78,10862525.1
Tala,Servicios Aguilar S.R.L. de C.V.,2796461.93,11954840.53,4465715.98,1293836.63,13336685.33
Cocula,Constructora Fuentes,5615921.68,10352599.49,7025875.17,5537015.03,9618044.23
Zapotlan del Rey,Constructora Uribe S.R.L. de C.V.,12369047.87,10142593.99,7773895.98,8988449.16,5074821.74
Mixtlan,Industrias Nunez S. de R.L.,13254214.57,659117.44,265156.56,14321173.97,
Zapotlan del Rey,Distribuidora Diaz S.C.,2180673.84,4776923.36,13296324.73,13860511.11,11471508.38
Tlajomulco de Zuniga,Soluciones Soto S.R.L. de C.V.,1690430.41,5473979.84,9673418.57,8858950.88,14013649.91
Zapopan,Corporativo Mendoza S.C.,1468610.43,7483194.22,6167876.49,83456.2,8693192.2
La Manzanilla de la Paz,Soluciones Mendoza S.A.,14355886.4,5432850.16,756570.72,11614212.02,11315822.46
Villa Purificacion,Servicios Gomez S. de R.L.,,8817648.77,1487477.36,12299359.68,13134697.2
Zapopan,Corporativo Rivera S.C.,11111340.88,3219353.59,5875088.31,,
Ixtlahuacan del Rio,Empresa Reyes S.R.L. de C.V.,5641466.63,7691414.08,5895088.37,10995194.21,6584880.47
Puerto Vallarta,Industrias Hernandez S.C.,3111610.19,,8571718.21,9632447.82,13416404.64
Ojuelos de Jalisco,Servicios Rios S.R.L. de C.V.,11920319.69,620275.77,10615378.77,,1641007.07
Mascota,Grupo Rivera S.C.,5801916.83,,5032535.65,,7475443.44
Cihuatlan,Industrias Pena S.C.,6536721.54,,3156794.52,13016349.72,7306549.69
Mazamitla,Comercializadora Nunez S.C.,14589506.74,7734573.74,,11959207.53,11106166.09
San Miguel el Alto,Industrias Lara S.A. de C.V.,13220255.58,10668807.12,10102917.57,14460633.72,7829744.24
Techaluta de Montenegro,Empresa Rios,3208591.1,12819013.28,3875025.59,,7916746.02
Ameca,Constructora Ybarra S.R.L. de C.V.,12400028.99,8790819.75,1973975.38,,10504065.42
Jocotepec,Grupo Montes S.A. de C.V.,6288254.1,12393670.48,7500239.95,12330010.06,6634384.17
Zapotlan del Rey,Grupo Cruz S.R.L. de C.V.,12025778.63,12603810.35,2443563.94,4506094.41,3865899.11
Encarnacion de Diaz,Grupo Hernandez S.C.,14291673.18,,5428798.11,8993495.57,924014.83
Tapalpa,Soluciones Soto S.A. de C.V.,12403281.66,13792109.57,,11382190.8,10334985.61
Tepatitlan de Morelos,Distribuidora Hernandez S.A.,6004648.43,839150.94,13198577.66,8361697.32,5400821.19
Huejuquilla el Alto,Soluciones Martinez,,3302622.9,,9904808.77,1961828.94
Huejuquilla el Alto,Inversiones Nunez S.C.,11055609.61,13119431.28,4441724.43,671291.08,12798812.12
Jilotlan de los Dolores,Comercializadora Martinez,,5664535.41,,10431487.44,
Mazamitla,Grupo Ybarra S.A.,1103277.26,398325.65,11361570.19,5304540.49,7160196.98
Villa Guerrero,Corporativo Tapia S. de R.L.,7642428.67,1095431.23,4128911.61,13403928.91,13269995.68
Ixtlahuacan del Rio,Distribuidora Martinez,7937991.76,3036880.18,13662269.45,1379721.02,
Tototlan,Grupo Delgado S.A. de C.V.,,343634.85,13738689.57,2062887.18,11762493.19
Ixtlahuacan de los Membrillos,Corporativo Diaz S.A. de C.V.,7962126.28,8686382.57,11785516.09,4069411.67,5490094.03
Huejuquilla el Alto,Constructora Jimenez S. de R.L.,,12204783.09,9536572.18,,14544785.76
Acatic,Distribuidora Ramirez S.R.L. de C.V.,11917230.76,154051.09,2721476.97,9127240.77,5645937.55
Zapotiltic,Corporativo Montes S.A.,5858609.76,3609530.1,199533.1,5994821.5,8831421.17
Chapala,Servicios Vargas S.A.,13629994.98,7240676.4,12048776.75,14491200.32,14731096.68
Degollado,Soluciones Quintero S.R.L. de C.V.,,4444141.38,,,13217798.45
Cihuatlan,Empresa Castillo S.C.,14721190.21,11351907.88,,14075270.6,14477759.6
La Manzanilla de la Paz,Industrias Tapia,12908016.5,,,9286096.73,12618655.07
Acatic,Constructora Rivera,2972491.05,6091440.78,1914819.3,7719636.68,6872399.34
Jesus Maria,Constructora Medina S.R.L. de C.V.,1037836.85,11777700.19,5579462.91,6412325.48,2551355.35
Hostotipaquillo,Servicios Martinez S.C.,3504083.18,8878480.26,9769683.09,8289274.61,2068542.5
San Martin Hidalgo,Comercializadora Montes S.C.,4486651.78,12628363.24,13253163.04,5562515.37,9365220.95
Chapala,Distribuidora Lara S.R.L. de C.V.,3995808.88,7686918.84,14848296.19,12880624.08,4534495.62
Jamay,Comercializadora Soto S.A.,2466160.79,6437793.33,6294464.03,8748588.09,10745944.98
Tala,Corporativo Mendoza S.C.,4299152.46,12014002.83,11968249.33,6684997.58,9750924.08
Juanacatlan,Soluciones Ramirez S.C.,12634182.1,10883879.63,7252073.29,,14622444.71
Villa Purificacion,Industrias Quintero S. de R.L.,11756120.96,3588216.28,8941524.2,6103855.71,1686747.35
Ojuelos de Jalisco,Inversiones Vega S.R.L. de C.V.,135070.84,14028393.66,7839121.08,7193735.67,6328761.82
Teocuitatlan de Corona,Empresa Soto S.A. de C.V.,2152321.92,,2996757.25,1822855.38,11743688.46
Cabo Corrientes,Soluciones Medina S.A.,1719258.18,482968.75,9729545.95,5543462.98,12048831.58
Zapopan,Comercializadora Aguilar S. de R.L.,4268203.38,5707532.26,12580077.01,3623484.3,
Tonaya,Grupo Perez S.A.,4917398.94,13604036.69,,9777994.84,11276028.69
Santa Maria de los Angeles,Grupo Rivera S.A. de C.V.,2853020.93,13129708.51,4839300.26,13337021.71,1513896.32
Chapala,Empresa Ochoa S. de R.L.,8930890.23,11669437.31,,3202976.95,8283275.93
Degollado,Constructora Cruz S.A. de C.V.,123346.11,8682090.98,11052111.06,,12831098.29
Santa Maria de los Angeles,Inversiones Pena S.A.,5890150.67,4380192.88,13668070.84,2401795.94,12853079.09
Jamay,Inversiones Torres S.C.,6914390.29,,6603617.45,11527056.22,835352.37
San Juanito de Escobedo,Servicios Valdez S.A. de C.V.,9387345.47,5904952.95,,1598360.71,6515443.12
Sayula,Constructora Martinez S.A. de C.V.,4386016.99,,8631694.78,13325139.6,8559812.59
Tamazula de Gordiano,Constructora Montes S.R.L. de C.V.,1691415.17,2625646.57,9336398.77,9199000.09,11036710.97
Villa Corona,Soluciones Ramirez S.A. de C.V.,14822385.53,2816661.44,7899779.91,12901151.38,12625166.16
Tecalitlan,Industrias Zepeda S.A. de C.V.,8207505.34,1500345.49,4360896.26,6697688.07,10516325.54
Tonaya,Constructora Rios S. de R.L.,10122942.94,8040610.4,4591594.84,4990445.37,
Ixtlahuacan de los Membrillos,Distribuidora Ibarra,,902977.88,6303397.61,9933206.02,13150976.91
El Grullo,Soluciones Montes S.C.,12382251.17,4341126.94,8749538.97,7213613.91,8436487.14
Casimiro Castillo,Constructora Medina S.A. de C.V.,9796826.25,2539958.84,5448208.87,7433728.37,
Acatic,Constructora Lopez S. de R.L.,8568082.93,3062359.48,13163904.46,2658659.04,3819244.73
